标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_56,1.28GB,35391962,1300987,3.68%,212423,35179539,99.40%,2.3KB/s,82.99KB/s,0.01~44.0GB,0.01~44.0GB,0.873GB,0.188GB,0.0~38.34GB,5.791GB,0.282663,0.035601,-0.848636,43.3/25.4/16.5/14.8/0.0/0.0%,82.7/15.7/0.2/1.4/0.0/0.0%,0.812,0,,0.375322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_57,272MB,7403597,627427,8.47%,1633476,5770121,77.94%,19.2KB/s,20.17KB/s,0.0~28.97GB,0.0~28.97GB,3.853GB,0.751GB,0.0~29.53GB,7.547GB,0.8088,0.923771,-0.450553,59.8/8.5/22.4/5.4/4.0/0.0%,85.2/10.9/2.2/0.9/0.8/0.0%,0.853,0.936,,0.331875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_58,14.38GB,382696171,61255882,16.01%,6851118,375845053,98.21%,87.07KB/s,12962.49KB/s,0.0~500.0GB,0.0~500.0GB,114.844GB,13.4GB,0.0~500.0GB,414.103GB,0.143457,,,64.9/8.1/6.4/19.8/0.8/0.0%,46.5/23.4/9.3/4.8/16.0/0.0%,0.429,0.281,,0.356345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_59,549MB,14394591,8615836,59.85%,153926,14240665,98.93%,0.34KB/s,198.01KB/s,0.0~200.0GB,0.0~200.0GB,0.484GB,0.48GB,0.0~200.0GB,104.689GB,-0.275074,-0.023219,-0.926846,92.0/4.1/3.2/0.8/0.0/0.0%,32.1/13.1/37.2/16.8/0.9/0.0%,0.206,0,,0.144236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_60,38MB,1033195,129102,12.50%,21984,1011211,97.87%,0.26KB/s,2.88KB/s,0.04~26.15GB,0.04~26.15GB,0.476GB,0.053GB,0.0~30.0GB,1.774GB,0.189556,-0.020214,-0.852094,52.3/16.9/12.7/18.1/0.0/0.0%,81.0/13.2/4.9/0.6/0.2/0.0%,0.4,0,,0.401719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_61,548MB,14455739,8811993,60.96%,150887,14304852,98.96%,0.34KB/s,195.21KB/s,0.0~200.0GB,0.0~200.0GB,0.478GB,0.476GB,0.0~200.0GB,118.657GB,-0.278171,-0.008586,-0.928988,91.8/4.1/3.2/0.9/0.0/0.0%,32.4/13.3/36.9/16.5/0.8/0.0%,0.197,0,,0.140079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_62,1.34GB,37214794,1504661,4.04%,2091940,35122854,94.38%,21.89KB/s,81.27KB/s,0.01~44.0GB,0.01~44.0GB,4.394GB,0.654GB,0.0~38.2GB,6.869GB,0.540299,-0.236263,-0.668174,37.7/27.7/21.1/13.5/0.0/0.0%,83.7/14.6/0.3/1.3/0.0/0.0%,0.93,0,,0.376159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_63,230MB,6239693,227976,3.65%,647414,5592279,89.62%,5.58KB/s,48.87KB/s,0.01~30.28GB,0.01~30.28GB,0.471GB,0.151GB,0.0~30.39GB,1.074GB,0.014139,0.795758,0.883724,59.7/23.0/11.0/4.2/2.1/0.0%,66.6/12.0/17.3/1.6/2.4/0.0%,0.951,0.954,,0.299437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_64,811MB,21853910,956671,4.38%,12610652,9243258,42.30%,217.46KB/s,34.05KB/s,0.0~40.0GB,0.0~40.0GB,4.878GB,0.303GB,0.0~40.0GB,9.4GB,0.516944,-0.290628,0.042413,41.3/15.8/11.3/31.6/0.0/0.0%,74.9/15.1/8.6/1.3/0.2/0.0%,0.993,0,,0.481827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_65,106MB,2908522,277524,9.54%,1207230,1701292,58.49%,11.83KB/s,12.18KB/s,0.0~22.35GB,0.0~22.35GB,2.882GB,0.474GB,0.0~22.35GB,3.198GB,0.674831,0.266249,-0.6953,40.6/25.7/27.2/5.5/1.0/0.0%,64.1/14.5/17.5/2.2/1.7/0.0%,0.9,0.773,,0.329194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_66,1.42GB,39223872,1463766,3.73%,3789120,35434752,90.34%,34.68KB/s,84.31KB/s,0.01~44.0GB,0.01~44.0GB,4.273GB,0.515GB,0.0~38.67GB,6.384GB,0.440428,0.075267,-0.6675,37.2/30.6/21.8/10.5/0.0/0.0%,82.7/15.7/0.2/1.4/0.0/0.0%,0.971,0,,0.386682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_67,554MB,14635438,8776917,59.97%,154241,14481197,98.95%,0.34KB/s,197.87KB/s,0.0~200.0GB,0.0~200.0GB,0.484GB,0.481GB,0.0~200.0GB,103.182GB,-0.262662,None,-0.927093,92.3/3.9/3.0/0.8/0.0/0.0%,32.2/13.8/36.9/16.3/0.8/0.0%,0.207,0,,0.143821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_68,2.73GB,75580727,2911295,3.85%,493186,75087541,99.35%,6.12KB/s,136.47KB/s,0.01~58.17GB,0.01~58.17GB,1.659GB,0.228GB,0.0~58.0GB,12.101GB,0.196431,0.599535,-0.120294,41.0/24.8/12.8/21.3/0.0/0.0%,91.7/7.3/0.9/0.2/0.0/0.0%,0.891,0,,0.439852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_69,835MB,22446129,1755168,7.82%,16902,22429227,99.92%,0.23KB/s,52.7KB/s,0.0~40.31GB,0.0~40.31GB,0.329GB,0.041GB,0.0~40.23GB,8.748GB,0.190847,None,-0.628588,49.4/23.6/15.9/7.2/3.9/0.0%,87.6/8.8/2.8/0.8/0.0/0.0%,0.446,0.313,,0.508031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_70,128MB,3537314,76807,2.17%,105543,3431771,97.02%,1.79KB/s,11.98KB/s,0.0~8.72GB,0.0~8.72GB,0.281GB,0.009GB,0.0~8.73GB,0.304GB,None,-0.066758,-0.80397,14.3/7.2/65.0/10.0/3.4/0.0%,79.6/10.3/7.1/2.9/0.1/0.0%,0.928,0.91,,0.129034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_71,37MB,1012695,120883,11.94%,8470,1004225,99.16%,0.1KB/s,2.77KB/s,0.01~26.15GB,0.01~26.14GB,0.212GB,0.023GB,0.0~30.0GB,1.584GB,0.001742,-0.023117,-0.922011,36.6/26.9/18.6/17.9/0.0/0.0%,81.0/13.6/4.7/0.5/0.2/0.0%,0.378,0,,0.404173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_72,1.36GB,37741837,1516112,4.02%,2184642,35557195,94.21%,23.71KB/s,83.19KB/s,0.01~44.0GB,0.01~44.0GB,4.217GB,0.7GB,0.0~38.3GB,6.642GB,0.529435,-0.076731,-0.770386,37.2/27.3/21.0/14.6/0.0/0.0%,83.2/15.2/0.3/1.3/0.0/0.0%,0.927,0,,0.372645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_73,2MB,76861,27988,36.41%,18517,58344,75.91%,0.14KB/s,0.23KB/s,0.0~15.89GB,0.0~15.88GB,0.346GB,0.084GB,0.0~15.51GB,0.223GB,0.14658,None,0.689881,38.3/31.2/27.4/1.6/1.4/0.0%,75.5/9.3/13.9/0.6/0.8/0.0%,0.007,0,,0.201611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_74,620MB,16342517,9727840,59.52%,155975,16186542,99.05%,0.35KB/s,201.01KB/s,0.0~158.48GB,0.0~158.48GB,0.486GB,0.483GB,0.0~158.49GB,103.527GB,-0.282464,-0.012819,-0.924899,92.1/4.0/3.1/0.8/0.0/0.0%,35.5/15.3/34.1/14.3/0.8/0.0%,0.211,0,,0.130978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_75,37MB,1014320,121305,11.96%,9528,1004792,99.06%,0.13KB/s,2.79KB/s,0.01~26.15GB,0.01~26.14GB,0.274GB,0.026GB,0.0~30.0GB,1.591GB,0.039819,None,-0.977811,32.5/26.2/21.6/19.7/0.0/0.0%,81.2/13.0/4.9/0.6/0.2/0.0%,0.344,0,,0.408001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_76,1.36GB,37813518,1513739,4.00%,2547660,35265858,93.26%,25.52KB/s,82.2KB/s,0.01~44.0GB,0.01~44.0GB,4.499GB,0.572GB,0.0~38.29GB,6.871GB,0.493584,-0.135597,-0.73814,38.1/27.9/21.4/12.6/0.0/0.0%,83.3/15.0/0.3/1.4/0.0/0.0%,0.95,0,,0.376853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_77,1.12GB,30894112,1350321,4.37%,3217432,27676680,89.59%,20.34KB/s,130.41KB/s,0.0~39.09GB,0.0~39.09GB,4.153GB,2.433GB,0.0~39.09GB,9.483GB,0.607725,0.339431,0.002347,66.0/23.5/6.7/2.3/1.5/0.0%,57.3/19.3/23.1/0.2/0.0/0.0%,0.848,0.929,,0.32391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_78,1.35GB,37419536,1469662,3.93%,1858726,35560810,95.03%,19.47KB/s,83.02KB/s,0.01~44.0GB,0.01~44.0GB,4.148GB,0.787GB,0.0~38.29GB,6.513GB,0.499767,-0.192166,-0.755355,39.1/27.0/20.4/13.6/0.0/0.0%,83.4/15.0/0.3/1.3/0.0/0.0%,0.905,0,,0.371623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_79,13.95GB,377423483,14484378,3.84%,19893750,357529733,94.73%,428.45KB/s,1339.44KB/s,0.0~300.0GB,0.0~300.0GB,141.818GB,19.473GB,0.0~300.0GB,285.438GB,0.8182,,,20.2/11.4/36.0/32.4/0.0/0.0%,83.1/13.2/2.1/0.5/1.0/0.0%,0.527,0,,0.071037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_80,306MB,8243648,590180,7.16%,1,8243647,100.00%,0.0KB/s,30.67KB/s,12.0~12.0GB,12.0~12.0GB,0.0GB,0.0GB,0.0~26.76GB,2.757GB,None,None,-0.25061,100.0/0.0/0.0/0.0/0.0/0.0%,72.8/15.9/9.2/2.1/0.0/0.0%,0,0,,0.530883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_81,294MB,8002319,564237,7.05%,1786774,6215545,77.67%,18.52KB/s,24.3KB/s,0.0~30.56GB,0.0~30.56GB,3.328GB,0.868GB,0.03~31.82GB,7.733GB,0.815309,0.944556,-0.427276,66.0/8.2/17.2/4.7/3.9/0.0%,85.4/10.5/1.8/1.3/1.0/0.0%,0.855,0.971,,0.347467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_82,26MB,720659,72653,10.08%,104804,615855,85.46%,1.33KB/s,1.6KB/s,0.0~18.24GB,0.0~18.24GB,0.686GB,0.07GB,0.0~18.24GB,0.58GB,0.753426,0.725433,-0.671741,55.1/22.7/12.2/6.0/3.9/0.0%,83.9/11.2/4.3/0.5/0.2/0.0%,0.852,0.675,,0.418839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_83,1.29GB,35758970,1700871,4.76%,303267,35455703,99.15%,2.65KB/s,83.26KB/s,0.01~38.34GB,0.01~38.34GB,1.487GB,0.374GB,0.0~38.44GB,7.77GB,0.306887,0.143499,-0.820618,52.5/21.7/14.7/11.1/0.0/0.0%,83.1/15.3/0.3/1.4/0.0/0.0%,0.727,0,,0.366077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_84,37MB,1024631,132638,12.94%,22931,1001700,97.76%,0.31KB/s,2.96KB/s,0.04~30.13GB,0.04~30.13GB,0.566GB,0.063GB,0.0~30.0GB,2.008GB,0.302028,None,-0.789091,44.4/19.4/15.9/20.3/0.0/0.0%,80.8/13.1/5.2/0.6/0.3/0.0%,0.324,0,,0.406568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_85,229MB,6245995,687279,11.00%,1043579,5202416,83.29%,8.74KB/s,13.05KB/s,0.0~63.42GB,0.0~63.42GB,2.899GB,0.798GB,0.0~63.43GB,6.733GB,0.317174,-0.176586,0.078402,50.5/20.1/23.0/6.0/0.5/0.0%,77.5/19.4/2.6/0.4/0.2/0.0%,0.83,0.653,,0.326821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_86,1.34GB,37176561,1683433,4.53%,2894303,34282258,92.21%,28.52KB/s,79.96KB/s,0.01~44.0GB,0.01~44.0GB,5.023GB,0.579GB,0.0~36.38GB,7.564GB,0.530365,-0.026933,-0.765167,36.1/29.7/22.3/11.9/0.0/0.0%,82.7/15.6/0.4/1.3/0.0/0.0%,0.956,0,,0.348586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_87,1.28GB,36032778,290690,0.81%,1109487,34923291,96.92%,24.84KB/s,149.5KB/s,0.0~40.0GB,0.0~40.0GB,3.592GB,0.791GB,0.0~40.0GB,3.644GB,0.001186,0.60962,0.886373,28.3/35.3/17.8/11.4/7.2/0.0%,50.8/44.2/3.8/0.7/0.5/0.0%,0.877,0.915,,0.194068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_88,1.3GB,36174092,1792545,4.96%,365318,35808774,98.99%,3.24KB/s,84.27KB/s,0.01~38.3GB,0.01~38.3GB,1.725GB,0.508GB,0.0~38.31GB,8.091GB,0.383088,0.150018,-0.829098,53.2/20.9/14.5/11.5/0.0/0.0%,82.8/15.5/0.2/1.4/0.0/0.0%,0.687,0,,0.374205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_89,0MB,11232,4273,38.04%,18,11214,99.84%,0.0KB/s,0.04KB/s,0.59~2.9GB,0.59~0.59GB,0.002GB,0.0GB,0.0~30.0GB,0.052GB,None,None,None,0.0/11.1/0.0/88.9/0.0/0.0%,79.2/13.8/5.6/0.9/0.3/0.0%,0,0,,0.363604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_90,476MB,12934323,166114,1.28%,54011,12880312,99.58%,0.46KB/s,60.52KB/s,0.01~22.5GB,0.01~22.5GB,0.317GB,0.083GB,0.0~22.61GB,0.595GB,0.034217,None,0.969864,72.6/14.4/7.1/3.2/2.6/0.0%,61.0/3.6/35.4/0.0/0.0/0.0%,0.642,0.671,,0.095854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_91,1.38GB,38404097,1534797,4.00%,2906792,35497305,92.43%,28.01KB/s,83.39KB/s,0.01~44.0GB,0.01~44.0GB,4.463GB,0.535GB,0.0~38.19GB,6.994GB,0.500788,-0.104708,-0.665438,39.7/27.5/21.0/11.8/0.0/0.0%,83.6/14.8/0.2/1.4/0.0/0.0%,0.959,0,,0.397446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_92,1.72GB,47472333,1816923,3.83%,10577877,36894456,77.72%,78.21KB/s,87.21KB/s,0.01~38.24GB,0.01~38.24GB,5.096GB,0.905GB,0.0~38.24GB,8.837GB,0.453857,0.713212,-0.721807,41.9/33.2/17.6/7.3/0.0/0.0%,83.4/15.1/0.2/1.4/0.0/0.0%,0.984,0,,0.380849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_93,191MB,4953127,449346,9.07%,15,4953112,100.00%,0.0KB/s,41.26KB/s,0.0~868.0GB,842.0~868.0GB,0.0GB,0.0GB,0.0~1424.0GB,45.563GB,None,None,-0.954011,93.3/0.0/0.0/6.7/0.0/0.0%,75.9/3.6/15.1/3.5/1.9/0.0%,0,0,,0.267796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_94,549MB,14482521,8884829,61.35%,152667,14329854,98.95%,0.33KB/s,196.84KB/s,0.0~200.0GB,0.0~200.0GB,0.483GB,0.48GB,0.0~200.0GB,114.735GB,-0.273901,None,-0.926374,92.4/3.9/3.0/0.7/0.0/0.0%,32.4/13.3/37.1/16.3/0.9/0.0%,0.2,0,,0.143648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_95,56MB,1525639,356542,23.37%,678221,847418,55.55%,9.3KB/s,5.65KB/s,0.0~20.15GB,0.0~20.15GB,2.786GB,0.612GB,0.0~20.15GB,2.6GB,0.848347,0.322119,-0.156973,27.7/17.0/46.6/8.5/0.1/0.0%,64.6/19.6/10.6/4.1/1.1/0.0%,0.677,0.473,,0.559524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_96,562MB,14698714,1144894,7.79%,10181,14688533,99.93%,0.05KB/s,88.08KB/s,0.14~458.27GB,0.14~458.27GB,0.131GB,0.055GB,0.0~458.27GB,11.211GB,0.125968,-0.005823,0.448,39.7/36.1/23.0/1.1/0.0/0.0%,72.5/13.6/8.8/4.1/0.9/0.0%,0.007,0,,0.362695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_97,730MB,18989876,1647267,8.67%,3779,18986097,99.98%,0.04KB/s,228.84KB/s,0.0~185.2GB,0.0~185.2GB,0.021GB,0.006GB,0.0~196.81GB,63.092GB,0.141617,None,0.200152,39.9/43.6/9.3/4.2/3.0/0.0%,35.5/48.5/9.1/2.5/4.4/0.0%,0.793,0.797,,0.316157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_98,90MB,2490806,54249,2.18%,8350,2482456,99.66%,0.29KB/s,13.29KB/s,0.37~26.93GB,0.37~26.93GB,0.189GB,0.005GB,0.34~26.93GB,0.519GB,None,0.076824,-0.485749,26.4/16.2/24.4/10.4/22.7/0.0%,69.5/14.5/11.9/3.7/0.3/0.0%,0.759,0.739,,0.250356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_99,125MB,3266588,1458379,44.65%,596534,2670054,81.74%,53.11KB/s,130.04KB/s,0.0~159.99GB,0.0~159.97GB,82.332GB,0.659GB,0.0~159.99GB,126.509GB,0.993829,0.425359,-0.380216,30.6/5.7/6.6/11.1/46.0/0.0%,38.6/16.7/11.7/9.4/23.6/0.0%,0.422,0.383,,0.378204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_100,520MB,13314727,6136122,46.09%,5011255,8303472,62.36%,62.83KB/s,58.11KB/s,0.0~200.0GB,0.0~200.0GB,47.747GB,7.429GB,0.0~200.0GB,64.335GB,0.21579,0.016155,-0.172662,29.1/9.1/61.8/0.0/0.0/0.0%,38.4/31.4/30.2/0.0/0.0/0.0%,0.313,0,,0.266052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_101,101MB,2680631,153657,5.73%,133219,2547412,95.03%,1.23KB/s,7.0KB/s,0.04~30.13GB,0.04~30.13GB,0.322GB,0.064GB,0.0~30.0GB,0.822GB,0.338932,0.090927,0.694542,61.8/15.5/7.9/14.9/0.0/0.0%,73.5/21.3/5.0/0.1/0.0/0.0%,0.889,0,,0.338032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_102,38MB,1020214,129478,12.69%,16687,1003527,98.36%,0.19KB/s,2.95KB/s,0.04~30.13GB,0.04~30.13GB,0.373GB,0.051GB,0.0~30.0GB,1.996GB,0.288779,0.018582,-0.823192,47.9/20.4/14.9/16.8/0.0/0.0%,80.7/13.4/5.0/0.5/0.3/0.0%,0.275,0,,0.408267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_103,572MB,14648866,8716998,59.51%,150363,14498503,98.97%,0.33KB/s,195.1KB/s,0.0~159.37GB,0.0~159.37GB,0.475GB,0.471GB,0.0~159.37GB,102.558GB,-0.280177,-0.010836,-0.928355,92.5/3.8/2.9/0.7/0.0/0.0%,32.6/13.8/36.9/16.0/0.8/0.0%,0.202,0,,0.140916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_104,92MB,2442829,161427,6.61%,163669,2279160,93.30%,1.39KB/s,5.97KB/s,0.04~38.03GB,0.04~38.03GB,0.061GB,0.018GB,0.0~20.0GB,0.621GB,0.569608,-0.005909,-0.46821,41.4/29.4/18.1/11.0/0.0/0.0%,78.4/13.0/8.5/0.0/0.0/0.0%,0.977,0,,0.215904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_105,161MB,4240092,186647,4.40%,497441,3742651,88.27%,7.16KB/s,80.23KB/s,0.0~100.0GB,0.0~100.0GB,0.655GB,0.163GB,0.0~98.0GB,0.704GB,-0.094835,0.357014,0.922862,53.6/22.5/13.0/6.2/4.8/0.0%,63.0/14.6/8.6/4.0/9.8/0.0%,0.926,0.966,,0.403737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_106,558MB,14375371,8608816,59.89%,146369,14229002,98.98%,0.33KB/s,189.56KB/s,0.0~200.0GB,0.0~200.0GB,0.462GB,0.459GB,0.0~200.0GB,114.391GB,-0.26168,-0.004732,-0.931496,91.9/3.9/3.2/0.9/0.0/0.0%,32.2/13.7/37.4/16.0/0.7/0.0%,0.198,0,,0.138291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_107,13.24GB,344170131,56552831,16.43%,4334521,339835610,98.74%,48.23KB/s,10307.75KB/s,0.0~500.0GB,0.0~500.0GB,64.238GB,9.623GB,0.0~500.0GB,394.776GB,0.281458,0.366599,-0.672107,69.4/7.5/4.6/18.2/0.4/0.0%,49.8/23.2/8.8/4.3/13.9/0.0%,0.372,0.565,,0.334766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_108,122MB,3249302,312535,9.62%,1534098,1715204,52.79%,15.64KB/s,14.21KB/s,0.0~39.9GB,0.0~39.9GB,3.339GB,0.534GB,0.0~39.9GB,4.966GB,0.685026,0.408992,-0.786346,42.1/23.5/25.8/7.7/0.8/0.0%,63.0/15.7/16.5/2.6/2.2/0.0%,0.908,0.783,,0.348807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_109,564MB,14415962,8706445,60.39%,145563,14270399,98.99%,0.32KB/s,192.7KB/s,0.0~200.0GB,0.0~200.0GB,0.468GB,0.465GB,0.0~200.0GB,112.335GB,-0.271768,None,-0.930618,92.6/3.7/2.9/0.8/0.0/0.0%,32.0/13.7/37.3/16.3/0.7/0.0%,0.185,0,,0.139532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_110,9MB,254175,41396,16.29%,56373,197802,77.82%,0.53KB/s,1.2KB/s,0.0~16.37GB,0.0~16.37GB,0.473GB,0.042GB,0.02~16.37GB,1.003GB,0.31685,0.742798,-0.936857,46.8/19.9/25.3/7.1/0.9/0.0%,71.5/12.1/13.0/1.8/1.7/0.0%,0.788,0.521,,0.274311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_111,567MB,14542799,8755241,60.20%,151018,14391781,98.96%,0.34KB/s,195.01KB/s,0.0~200.0GB,0.0~200.0GB,0.473GB,0.47GB,0.0~200.0GB,109.166GB,-0.268751,0.054978,-0.925131,92.0/4.1/3.1/0.8/0.0/0.0%,32.1/13.8/37.3/16.0/0.8/0.0%,0.209,0,,0.140991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_112,583MB,15359214,1402099,9.13%,3481496,11877718,77.33%,29.11KB/s,46.8KB/s,0.0~44.0GB,0.01~44.0GB,4.445GB,1.054GB,0.0~36.04GB,6.889GB,0.138608,0.701193,-0.833279,41.3/30.7/19.0/9.0/0.0/0.0%,72.5/18.1/5.1/4.2/0.1/0.0%,0.94,0,,0.365591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_113,1.33GB,35849172,1585549,4.42%,1853412,33995760,94.83%,19.53KB/s,79.5KB/s,0.01~44.0GB,0.01~44.0GB,4.624GB,0.751GB,0.0~36.3GB,7.146GB,0.581181,-0.163624,-0.781934,39.0/26.9/20.4/13.7/0.0/0.0%,82.4/15.9/0.4/1.2/0.0/0.0%,0.909,0,,0.350034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_114,115MB,3077203,161709,5.26%,398364,2678839,87.05%,6.72KB/s,9.67KB/s,0.0~24.19GB,0.01~24.19GB,0.949GB,0.181GB,0.0~24.19GB,0.766GB,0.334521,0.254604,-0.788165,55.3/21.2/11.8/5.4/6.4/0.0%,71.5/17.6/8.6/2.2/0.1/0.0%,0.898,0.94,,0.334386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
