标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_684,0MB,17346,5968,34.41%,0,17346,100.00%,0.0KB/s,0.05KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~30.14GB,0.073GB,None,None,None,0.0/0.0/0.0/0.0/0.0/0.0%,80.1/13.7/5.2/0.6/0.3/0.0%,0,0,,0.349648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_685,19MB,527861,48255,9.14%,1954,525907,99.63%,0.06KB/s,1.23KB/s,0.0~18.25GB,0.0~18.25GB,0.152GB,0.008GB,0.0~18.25GB,0.222GB,None,None,-0.880587,44.5/20.3/13.0/8.1/14.1/0.0%,87.4/9.5/2.6/0.3/0.1/0.0%,0.004,0.01,,0.523501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_686,110MB,2911591,158143,5.43%,0,2911591,100.00%,0.0KB/s,12.44KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~24.89GB,0.801GB,None,None,-0.86178,0.0/0.0/0.0/0.0/0.0/0.0%,67.7/18.2/10.1/3.9/0.1/0.0%,0,0,,0.362314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_687,201MB,5274939,318354,6.04%,1492063,3782876,71.71%,13.18KB/s,18.7KB/s,0.0~40.0GB,0.0~40.0GB,4.315GB,0.344GB,0.0~28.03GB,6.164GB,0.529477,0.297987,0.222626,13.1/8.2/77.5/1.0/0.2/0.0%,76.9/11.0/8.7/2.7/0.7/0.0%,0.825,0.675,,0.536001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_688,173MB,4588069,299048,6.52%,63791,4524278,98.61%,0.37KB/s,13.44KB/s,0.0~40.0GB,0.0~40.0GB,0.733GB,0.242GB,0.0~38.01GB,1.403GB,0.460904,0.842613,-0.694782,75.7/13.9/4.8/4.6/0.9/0.0%,78.9/14.3/5.6/1.1/0.1/0.0%,0.118,0,,0.465417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_689,22MB,603102,62740,10.40%,42686,560416,92.92%,0.63KB/s,1.36KB/s,0.0~18.24GB,0.0~18.24GB,0.462GB,0.055GB,0.0~18.24GB,0.323GB,None,0.802952,-0.793015,51.5/23.1/13.5/7.2/4.7/0.0%,86.0/9.7/3.8/0.3/0.1/0.0%,0.709,0.562,,0.469178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_690,42MB,1147906,94003,8.19%,2256,1145650,99.80%,0.01KB/s,2.95KB/s,0.04~20.03GB,0.04~20.03GB,0.025GB,0.011GB,0.0~20.27GB,0.53GB,None,None,-0.390375,68.1/22.5/7.2/1.7/0.6/0.0%,70.8/22.7/6.2/0.1/0.1/0.0%,0.001,0,,0.252576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_691,81MB,2170099,126791,5.84%,0,2170099,100.00%,0.0KB/s,8.98KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~38.0GB,0.498GB,None,None,-0.218847,0.0/0.0/0.0/0.0/0.0/0.0%,77.8/7.6/14.2/0.4/0.0/0.0%,0,0,,0.217136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_692,55MB,1496776,131585,8.79%,315951,1180825,78.89%,3.24KB/s,3.4KB/s,0.0~18.25GB,0.0~18.25GB,1.668GB,0.108GB,0.0~18.25GB,1.644GB,0.745179,0.548787,-0.540729,59.6/22.7/11.1/3.5/3.1/0.0%,70.7/22.4/6.3/0.5/0.1/0.0%,0.927,0.653,,0.246851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_693,175MB,4606455,127678,2.77%,485,4605970,99.99%,0.02KB/s,8.93KB/s,0.01~38.13GB,0.01~38.13GB,0.041GB,0.002GB,0.0~38.0GB,0.518GB,None,None,-0.700607,48.2/16.3/11.5/8.7/15.3/0.0%,91.3/6.6/1.7/0.3/0.0/0.0%,0,0,,0.574188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_694,6MB,174627,25528,14.62%,84,174543,99.95%,0.0KB/s,0.39KB/s,0.0~18.2GB,0.0~18.2GB,0.001GB,0.0GB,0.0~18.35GB,0.174GB,0.055634,None,-0.678236,78.6/14.3/6.0/1.2/0.0/0.0%,86.9/10.4/2.4/0.2/0.1/0.0%,0.05,0,,0.574316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_695,101MB,2702613,243060,8.99%,568,2702045,99.98%,0.01KB/s,7.84KB/s,0.54~36.0GB,0.67~36.0GB,0.016GB,0.003GB,0.0~36.34GB,1.6GB,None,None,-0.650196,37.1/33.5/11.4/18.0/0.0/0.0%,73.5/18.1/8.1/0.1/0.1/0.0%,0,0,,0.371602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_696,18MB,492716,45418,9.22%,87,492629,99.98%,0.01KB/s,1.12KB/s,0.04~16.17GB,0.5~16.17GB,0.016GB,0.0GB,0.0~20.24GB,0.202GB,None,None,-0.807728,29.9/13.8/6.9/14.9/34.5/0.0%,86.9/10.0/2.8/0.2/0.1/0.0%,0,0,,0.509163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_697,157MB,4155012,852580,20.52%,170097,3984915,95.91%,1.08KB/s,30.07KB/s,0.0~39.88GB,0.0~39.88GB,0.685GB,0.221GB,0.0~39.99GB,20.908GB,None,0.141986,-0.900655,69.2/14.7/8.2/7.9/0.0/0.0%,72.2/7.2/13.3/6.2/1.2/0.0%,0.704,0,,0.449252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_698,30MB,825738,79078,9.58%,41925,783813,94.92%,0.45KB/s,2.01KB/s,0.0~40.0GB,0.0~40.0GB,0.671GB,0.099GB,0.0~24.03GB,0.512GB,0.613087,0.949711,-0.500881,56.5/20.6/12.2/8.3/2.3/0.0%,71.1/26.9/1.8/0.1/0.1/0.0%,0.473,0.249,,0.38118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_699,91MB,2428660,154266,6.35%,159934,2268726,93.41%,1.4KB/s,5.91KB/s,0.04~38.03GB,0.04~38.03GB,0.06GB,0.018GB,0.0~20.0GB,0.598GB,0.549741,0.042998,-0.437271,39.6/28.8/20.5/11.2/0.0/0.0%,79.1/12.6/8.3/0.0/0.0/0.0%,0.976,0,,0.219291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_700,113MB,2990682,155776,5.21%,539,2990143,99.98%,0.0KB/s,7.26KB/s,0.33~26.14GB,0.33~26.14GB,0.011GB,0.003GB,0.0~26.0GB,0.832GB,None,None,-0.663727,38.8/33.2/21.7/5.4/0.9/0.0%,80.3/15.3/3.9/0.6/0.0/0.0%,0,0,,0.423829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_701,264MB,6928380,1294342,18.68%,10839,6917541,99.84%,0.18KB/s,48.41KB/s,0.0~72.0GB,0.0~72.0GB,0.43GB,0.045GB,0.0~73.63GB,36.193GB,0.069749,None,-0.772865,46.9/25.1/15.4/7.0/5.6/0.0%,64.0/19.8/9.4/6.1/0.7/0.0%,0.051,0.023,,0.469027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_702,102MB,2726276,187731,6.89%,522168,2204108,80.85%,4.99KB/s,6.16KB/s,0.01~20.34GB,0.01~20.34GB,0.32GB,0.083GB,0.0~20.2GB,0.726GB,0.264184,0.374637,-0.373077,50.3/27.7/14.4/5.6/2.0/0.0%,75.4/16.1/8.4/0.1/0.0/0.0%,0.967,0.952,,0.2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_703,77MB,2047342,186876,9.13%,1413,2045929,99.93%,0.02KB/s,15.65KB/s,0.0~38.24GB,0.0~38.24GB,0.052GB,0.005GB,0.0~66.03GB,8.113GB,None,None,0.022817,27.3/22.0/42.0/5.4/3.3/0.0%,74.9/15.6/5.6/1.1/2.7/0.0%,0.004,0,,0.358138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_704,96MB,2568448,111667,4.35%,228283,2340165,91.11%,3.4KB/s,8.03KB/s,0.01~24.34GB,0.01~24.34GB,0.318GB,0.072GB,0.0~24.34GB,0.49GB,0.41947,-0.033959,-0.674885,61.0/19.4/9.1/5.0/5.5/0.0%,72.9/16.4/8.6/2.1/0.0/0.0%,0.929,0.965,,0.305854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_705,29MB,780077,48464,6.21%,8,780069,100.00%,0.0KB/s,2.01KB/s,14.13~16.4GB,14.13~16.4GB,0.001GB,0.0GB,0.0~24.0GB,0.206GB,None,None,-0.529717,25.0/25.0/12.5/25.0/12.5/0.0%,67.7/30.0/2.0/0.1/0.1/0.0%,0,0,,0.324937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_706,61MB,1631333,55194,3.38%,59360,1571973,96.36%,0.51KB/s,3.75KB/s,0.0~38.03GB,0.0~38.03GB,0.053GB,0.018GB,0.0~20.0GB,0.212GB,0.604318,None,-0.484652,38.3/29.8/21.9/9.9/0.0/0.0%,78.0/16.2/5.8/0.1/0.0/0.0%,0.936,0,,0.083987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_707,93MB,2481071,164181,6.62%,171607,2309464,93.08%,1.41KB/s,6.01KB/s,0.04~38.03GB,0.04~38.03GB,0.061GB,0.019GB,0.0~20.0GB,0.628GB,0.561512,0.00248,-0.552624,41.8/29.1/18.8/10.2/0.0/0.0%,79.1/12.6/8.2/0.0/0.0/0.0%,0.976,0,,0.223744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_708,42MB,1137738,73865,6.49%,0,1137738,100.00%,0.0KB/s,2.88KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~20.34GB,0.311GB,None,None,-0.732743,0.0/0.0/0.0/0.0/0.0/0.0%,71.6/20.9/7.3/0.1/0.1/0.0%,0,0,,0.205664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_709,17MB,472655,44668,9.45%,467,472188,99.90%,0.01KB/s,1.09KB/s,4.03~20.24GB,4.03~20.19GB,0.014GB,0.002GB,0.0~20.24GB,0.199GB,None,None,-0.85316,34.3/30.4/23.3/10.1/1.9/0.0%,87.1/9.6/3.0/0.2/0.1/0.0%,0,0,,0.512611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_710,181MB,4835008,138181,2.86%,302309,4532699,93.75%,2.47KB/s,15.48KB/s,0.01~26.0GB,0.01~26.0GB,0.62GB,0.186GB,0.0~24.22GB,0.593GB,0.17331,0.187418,0.79362,67.2/21.0/6.8/2.6/2.5/0.0%,81.2/10.4/7.3/0.9/0.2/0.0%,0.871,0.879,,0.389956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_711,101MB,2701564,182149,6.74%,519946,2181618,80.75%,5.07KB/s,5.99KB/s,0.01~20.34GB,0.01~20.34GB,0.328GB,0.078GB,0.0~20.2GB,0.698GB,0.244988,0.464368,-0.221166,51.5/26.7/14.1/5.6/2.1/0.0%,75.3/16.1/8.5/0.1/0.0/0.0%,0.968,0.954,,0.227802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_712,92MB,2440929,154741,6.34%,166455,2274474,93.18%,1.42KB/s,5.94KB/s,0.04~38.03GB,0.04~38.03GB,0.061GB,0.019GB,0.0~20.0GB,0.593GB,0.611486,0.072439,-0.499801,40.5/29.5/19.1/11.0/0.0/0.0%,79.1/12.4/8.4/0.0/0.0/0.0%,0.976,0,,0.220965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_713,43MB,1162556,82716,7.12%,57268,1105288,95.07%,0.47KB/s,2.79KB/s,0.0~40.0GB,0.0~40.0GB,0.586GB,0.145GB,0.0~36.13GB,0.296GB,0.586439,0.967977,-0.573128,59.3/22.3/10.9/6.2/1.4/0.0%,73.6/20.6/5.5/0.2/0.1/0.0%,0.471,0.426,,0.295227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_714,142MB,3665335,525146,14.33%,0,3665335,100.00%,0.0KB/s,213.46KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~99.39GB,40.108GB,None,None,0.978362,0.0/0.0/0.0/0.0/0.0/0.0%,42.9/10.9/10.1/7.0/29.1/0.0%,0,0,,0.523745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_715,37MB,1007894,38318,3.80%,0,1007894,100.00%,0.0KB/s,5.77KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~124.12GB,0.17GB,None,None,-0.80752,0.0/0.0/0.0/0.0/0.0/0.0%,61.4/28.9/4.9/4.8/0.0/0.0%,0,0,,0.117751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_716,593MB,15787877,453392,2.87%,1154745,14633132,92.69%,16.58KB/s,32.5KB/s,0.0~29.91GB,0.0~29.91GB,2.781GB,0.55GB,0.03~29.91GB,4.567GB,0.70508,0.94816,-0.708788,58.0/8.6/20.4/7.1/6.0/0.0%,83.2/15.7/0.7/0.1/0.2/0.0%,0.845,0.957,,0.236362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_717,141MB,3616354,1072053,29.64%,1344,3615010,99.96%,0.04KB/s,38.58KB/s,0.21~144.0GB,0.21~144.0GB,0.111GB,0.003GB,0.0~144.52GB,33.473GB,None,None,-0.836866,47.3/8.7/1.1/42.9/0.0/0.0%,67.3/10.5/12.1/7.4/2.7/0.0%,0.297,0,,0.37712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_718,13MB,370417,45942,12.40%,29371,341046,92.07%,0.1KB/s,0.74KB/s,1.35~99.63GB,1.35~99.62GB,0.035GB,0.007GB,0.04~99.63GB,0.552GB,None,0.122655,0.048,91.8/1.8/2.9/3.4/0.1/0.0%,77.8/21.4/0.3/0.1/0.3/0.0%,0.933,0.568,,0.078506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_719,13MB,366561,42831,11.68%,3,366558,100.00%,0.0KB/s,1.02KB/s,44.03~52.14GB,44.03~52.14GB,0.0GB,0.0GB,0.0~64.13GB,0.311GB,None,None,-0.201679,100.0/0.0/0.0/0.0/0.0/0.0%,86.1/0.6/13.0/0.0/0.2/0.0%,0.333,0,,0.025499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_720,52MB,1395305,68000,4.87%,1,1395304,100.00%,0.0KB/s,3.51KB/s,2.0~2.0GB,2.0~2.0GB,0.0GB,0.0GB,0.0~28.0GB,0.283GB,None,None,-0.846645,100.0/0.0/0.0/0.0/0.0/0.0%,73.0/20.7/6.2/0.1/0.1/0.0%,0,0,,0.177047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_721,1.69GB,44454805,413174,0.93%,5418177,39036628,87.81%,415.52KB/s,2283.15KB/s,0.0~75.33GB,0.0~75.32GB,1.183GB,0.563GB,0.0~75.33GB,1.307GB,0.335445,0.893003,0.438654,5.6/6.3/26.9/29.7/31.5/0.0%,42.7/13.5/3.6/12.2/28.0/0.0%,0.884,0.998,,0.418673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_722,115MB,3029280,527404,17.41%,225494,2803786,92.56%,2.4KB/s,12.73KB/s,0.0~184.0GB,0.0~184.0GB,6.025GB,0.86GB,0.0~184.13GB,8.264GB,0.823576,0.084217,-0.366214,27.1/25.7/39.0/8.3/0.0/0.0%,75.0/12.7/10.2/1.4/0.6/0.0%,0.013,0,,0.345047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_723,72MB,1869020,545165,29.17%,432280,1436740,76.87%,36.94KB/s,27.58KB/s,0.04~188.13GB,0.04~188.13GB,52.512GB,0.103GB,0.0~188.13GB,36.162GB,0.089533,0.046349,-0.342304,3.8/1.6/50.2/5.8/38.6/0.0%,65.3/14.4/7.8/4.2/8.4/0.0%,0.312,0.362,,0.349522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_724,165MB,4188606,1466427,35.01%,11314,4177292,99.73%,0.05KB/s,316.0KB/s,0.0~198.0GB,0.0~198.0GB,0.051GB,0.023GB,0.0~199.99GB,186.56GB,0.077711,None,-0.368218,84.2/9.2/4.0/2.0/0.6/0.0%,33.6/12.3/7.5/7.6/39.1/0.0%,0.509,0.449,,0.553881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_725,549MB,13719500,6161426,44.91%,4497601,9221899,67.22%,608.47KB/s,1100.09KB/s,0.0~200.0GB,0.0~199.8GB,175.897GB,0.43GB,0.0~200.0GB,190.564GB,0.692175,0.883768,-0.701117,2.7/1.1/10.5/15.3/70.3/0.0%,13.4/5.2/7.1/12.3/62.1/0.0%,0.585,0.879,,0.786608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_726,196MB,5067718,2619666,51.69%,2182857,2884861,56.93%,114.62KB/s,154.08KB/s,0.0~100.0GB,0.0~100.0GB,93.275GB,7.6GB,0.0~100.0GB,93.507GB,0.913995,-0.04746,-0.601338,39.4/21.2/6.0/9.2/24.2/0.0%,43.1/16.0/7.3/6.5/27.1/0.0%,0.013,0.653,,0.397622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_727,1.44GB,37552022,12589749,33.53%,25671489,11880533,31.64%,111.25KB/s,366.64KB/s,0.01~499.02GB,0.01~499.02GB,91.479GB,43.509GB,0.0~499.02GB,142.485GB,None,0.705574,0.516086,81.2/12.2/4.4/1.2/0.9/0.0%,49.5/18.3/10.2/8.0/14.0/0.0%,0.601,0.569,,0.158784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_728,188MB,4677751,3388062,72.43%,203581,4474170,95.65%,7.39KB/s,447.65KB/s,0.0~299.99GB,0.0~299.99GB,18.331GB,0.3GB,0.0~300.0GB,280.099GB,0.823972,None,-0.915105,0.9/10.0/18.5/70.5/0.0/0.0%,8.6/23.4/6.1/10.2/51.8/0.0%,0.001,0,,0.613367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_729,39MB,1060572,37787,3.56%,6517,1054055,99.39%,0.31KB/s,3.36KB/s,0.08~17.15GB,0.08~17.15GB,0.228GB,0.001GB,0.01~17.16GB,0.418GB,None,0.024718,-0.755939,27.7/4.4/16.7/18.3/32.9/0.0%,77.8/8.3/13.5/0.2/0.2/0.0%,0.836,0.696,,0.204378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_730,571MB,14266259,6418257,44.99%,4722994,9543265,66.89%,638.35KB/s,1147.05KB/s,0.0~200.0GB,0.0~199.96GB,173.745GB,0.436GB,0.0~200.0GB,195.205GB,0.691885,0.470735,-0.696488,2.8/1.1/10.5/15.3/70.3/0.0%,13.0/5.0/7.1/12.3/62.6/0.0%,0.591,0.886,,0.789015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_731,565MB,14116031,6279083,44.48%,4660349,9455682,66.99%,630.37KB/s,1133.29KB/s,0.0~200.0GB,0.0~199.94GB,158.18GB,0.435GB,0.0~200.0GB,192.387GB,0.691877,0.306481,-0.698312,2.8/1.1/10.5/15.2/70.3/0.0%,13.1/5.1/7.1/12.3/62.4/0.0%,0.595,0.895,,0.788195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_732,85MB,2258618,82792,3.67%,0,2258618,100.00%,0.0KB/s,7.0KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~18.48GB,0.635GB,None,None,-0.603654,0.0/0.0/0.0/0.0/0.0/0.0%,66.7/26.0/7.1/0.1/0.0/0.0%,0,0,,0.241487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_733,614MB,15902902,1816525,11.42%,1157079,14745823,92.72%,3.62KB/s,90.01KB/s,0.0~200.0GB,0.0~200.0GB,7.56GB,4.252GB,0.0~132.35GB,33.769GB,0.11385,0.012039,0.21966,81.4/13.2/3.4/1.8/0.1/0.0%,73.9/6.7/14.6/4.0/1.0/0.0%,0.153,0.023,,0.543178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_734,125MB,3337532,105593,3.16%,17030,3320502,99.49%,1.09KB/s,6.52KB/s,0.64~31.24GB,0.64~23.02GB,0.247GB,0.002GB,0.15~32.86GB,0.449GB,None,-0.061842,-0.805267,9.0/7.1/15.8/12.9/55.2/0.0%,85.3/12.0/2.6/0.0/0.0/0.0%,0.91,0.913,,0.227017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_735,80MB,2107293,60187,2.86%,1497921,609372,28.92%,17.8KB/s,2.68KB/s,0.04~28.03GB,0.04~28.03GB,0.157GB,0.06GB,0.0~24.6GB,0.253GB,0.18649,-0.241622,-0.027394,47.5/17.5/15.3/19.7/0.0/0.0%,65.9/13.5/20.4/0.2/0.0/0.0%,0.99,0,,0.498854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_736,574MB,14310021,6301580,44.04%,4730101,9579920,66.95%,639.76KB/s,1151.36KB/s,0.0~198.03GB,0.0~198.03GB,143.575GB,0.422GB,0.0~200.0GB,172.766GB,0.689377,0.511549,-0.696427,2.8/1.1/10.5/15.3/70.3/0.0%,13.0/5.0/7.1/12.4/62.6/0.0%,0.606,0.906,,0.789321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_737,651MB,16611944,4214702,25.37%,3036,16608908,99.98%,0.01KB/s,60.67KB/s,0.0~205.38GB,0.0~205.38GB,0.008GB,0.008GB,0.0~250.0GB,41.503GB,0.084669,-0.010686,-0.958961,85.8/10.7/3.5/0.0/0.0/0.0%,70.1/23.7/2.5/3.6/0.1/0.0%,0.373,0,,0.413764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_738,101MB,2589779,285625,11.03%,1,2589778,100.00%,0.0KB/s,13.97KB/s,14.0~14.0GB,14.0~14.0GB,0.0GB,0.0GB,0.0~178.13GB,1.572GB,None,None,0.087506,100.0/0.0/0.0/0.0/0.0/0.0%,54.2/23.3/22.6/0.0/0.0/0.0%,0,0,,0.106408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_739,71MB,1926172,94784,4.92%,379224,1546948,80.31%,1.81KB/s,4.18KB/s,0.0~36.24GB,0.0~36.24GB,0.351GB,0.133GB,0.0~36.24GB,0.323GB,0.623846,0.058264,-0.845639,71.6/15.7/8.1/4.7/0.0/0.0%,76.3/15.2/8.3/0.1/0.1/0.0%,0.921,0,,0.17931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_740,19.51GB,517810046,11906797,2.30%,114310631,403499415,77.92%,1499.93KB/s,1894.85KB/s,0.04~141.43GB,0.04~141.43GB,32.734GB,21.363GB,0.0~141.43GB,54.685GB,0.260569,,,52.6/22.4/14.0/7.2/3.7/0.0%,73.8/17.9/6.5/0.8/1.0/0.0%,0.955,0.983,,0.295095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_741,12MB,343775,45208,13.15%,16411,327364,95.23%,1.29KB/s,0.9KB/s,0.62~16.08GB,0.62~16.07GB,0.171GB,0.0GB,0.15~16.08GB,0.245GB,None,0.288025,-0.169831,6.0/1.3/7.2/16.3/69.2/0.0%,84.2/5.0/10.4/0.3/0.1/0.0%,0.892,0.949,,0.253651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_742,449MB,11120788,1101615,9.91%,129,11120659,100.00%,0.0KB/s,1418.66KB/s,30.0~290.0GB,30.0~290.0GB,0.0GB,0.0GB,0.0~290.6GB,263.375GB,None,None,0.098099,100.0/0.0/0.0/0.0/0.0/0.0%,7.2/6.6/7.0/12.8/66.4/0.0%,0,0,,0.736476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_743,115MB,2908104,1737436,59.74%,1950723,957381,32.92%,55.83KB/s,19.28KB/s,0.01~399.66GB,0.01~399.66GB,80.471GB,3.116GB,0.0~400.0GB,33.322GB,None,0.020207,-0.580972,10.5/13.3/24.8/51.4/0.0/0.0%,53.2/29.7/5.6/2.4/9.1/0.0%,0.296,0,,0.424013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
