标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R(暂时出错),Pea_WB_W(暂时出错),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1475,1.0GB,36991928,2461277,6.65%,12633625,24358303,65.85%,282.2KB/s,929.36KB/s,0.0~26.0GB,,7.141GB,,0.0~26.0GB,8.919GB,,0.43606,-0.108242,0.734013,0.007763,,,,,,0.573447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1479,1.11GB,42100753,185403,0.44%,8729408,33371345,79.27%,909.71KB/s,419.84KB/s,0.0~10.08GB,,0.538GB,,0.0~10.1GB,2.104GB,,0.192737,0.250228,-0.439203,0.594741,,,,,,0.724882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1487,47MB,1779460,39585,2.22%,26538,1752922,98.51%,2.8KB/s,22.99KB/s,0.0~5.11GB,,0.004GB,,0.05~5.15GB,0.461GB,,None,None,0.733569,0.014905,,,,,,0.274858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1488,11.19GB,411429027,471729,0.11%,349875014,61554013,14.96%,15153.47KB/s,959.47KB/s,0.0~16.31GB,,1.934GB,,0.0~26.0GB,1.715GB,,0.383969,0.004637,0.528478,0.54182,,,,,,0.837445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1497,802MB,27163555,516680,1.90%,206166,26957389,99.24%,13.44KB/s,12479.27KB/s,0.0~26.0GB,,0.156GB,,0.0~26.0GB,3.133GB,,None,0.409087,-0.823211,0.851568,,,,,,0.768535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1498,1.18GB,42690547,646396,1.51%,34983135,7707412,18.05%,1112.99KB/s,247.81KB/s,0.0~52.0GB,,7.183GB,,0.0~13.27GB,5.494GB,,0.519929,0.235012,0.704142,0.162321,,,,,,0.265707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1505,868MB,31452142,2355696,7.49%,11090334,20361808,64.74%,255.19KB/s,871.83KB/s,0.0~52.0GB,,7.094GB,,0.0~15.71GB,8.481GB,,0.433254,0.044891,0.787112,0.014465,,,,,,0.584848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1510,118MB,4229900,94009,2.22%,144257,4085643,96.59%,3.1KB/s,697.62KB/s,0.0~26.0GB,,0.134GB,,0.0~26.0GB,0.559GB,,None,0.930542,-0.466926,0.871794,,,,,,0.657235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1516,15MB,565350,115210,20.38%,3939,561411,99.30%,0.19KB/s,11.32KB/s,0.0~2.45GB,,0.066GB,,0.0~2.81GB,1.016GB,,None,0.594382,-0.21238,-0.834089,,,,,,0.356298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1525,1.03GB,38436572,1859838,4.84%,11283823,27152749,70.64%,244.6KB/s,1486.68KB/s,0.0~52.0GB,,4.466GB,,0.0~7.72GB,4.673GB,,0.77322,0.135302,0.864563,0.749587,,,,,,0.596782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1533,3.85GB,145109488,751808,0.52%,4181725,140927763,97.12%,134.89KB/s,2117.96KB/s,0.0~52.0GB,,2.628GB,,0.0~40.49GB,5.37GB,,0.968981,0.647094,0.620038,0.450618,,,,,,0.460925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1540,70MB,2612887,199215,7.62%,551746,2061141,78.88%,28.03KB/s,26.24KB/s,0.0~26.0GB,,1.145GB,,0.0~26.0GB,1.156GB,,None,0.583758,0.148949,0.506866,,,,,,0.392581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1548,8.85GB,319380770,1278085,0.40%,276115089,43265681,13.55%,7322.66KB/s,5732.99KB/s,0.0~26.0GB,,6.337GB,,0.0~26.0GB,6.149GB,,-0.144993,0.482422,0.935599,0.921039,,,,,,0.821691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1552,966MB,34973709,2363914,6.76%,12551182,22422527,64.11%,288.19KB/s,918.81KB/s,0.0~52.0GB,,7.088GB,,0.0~17.35GB,8.372GB,,0.438839,-0.120408,0.781309,0.08609,,,,,,0.597212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1557,477MB,16893806,1723434,10.20%,11934416,4959390,29.36%,471.61KB/s,134.67KB/s,0.0~52.0GB,,12.861GB,,0.0~51.94GB,10.137GB,,0.65049,0.140082,0.697651,-0.430662,,,,,,0.59374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1566,527MB,18821353,205334,1.09%,18821053,300,0.00%,472.88KB/s,0.0KB/s,0.0~300.0GB,,4.348GB,,0.0~83.1GB,0.001GB,,-0.124648,None,0.456987,None,,,,,,0.255975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1571,97MB,3685463,80740,2.19%,2026,3683437,99.95%,0.16KB/s,42.81KB/s,0.14~25.99GB,,0.082GB,,0.0~26.0GB,0.605GB,,None,0.572747,-0.009129,0.543285,,,,,,0.419185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1576,103MB,3732560,400059,10.72%,918,3731642,99.98%,0.01KB/s,77.31KB/s,0.0~90.04GB,,0.002GB,,0.0~90.14GB,3.126GB,,None,0.472869,-0.746457,-0.763276,,,,,,0.48064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1581,122MB,4350953,237064,5.45%,2994950,1356003,31.17%,1188.0KB/s,24.3KB/s,0.0~52.0GB,,0.315GB,,0.0~5.36GB,1.374GB,,0.493114,None,0.490493,0.490652,,,,,,0.864509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1586,971MB,35233864,2478941,7.04%,11969428,23264436,66.03%,284.24KB/s,903.56KB/s,0.0~52.0GB,,7.389GB,,0.0~36.51GB,9.247GB,,0.490156,-0.184994,0.769669,0.00153,,,,,,0.584985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1591,69MB,2368900,1914058,80.80%,1184452,1184448,50.00%,125.34KB/s,125.34KB/s,0.0~47.03GB,,35.402GB,,0.0~47.03GB,35.375GB,,None,None,0.223598,0.235631,,,,,,0.497287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1599,43MB,1555045,1235981,79.48%,1317669,237376,15.26%,11.67KB/s,112.6KB/s,25.0~44.51GB,,5.295GB,,0.0~50.05GB,16.292GB,,None,None,None,-0.879769,,,,,,0.132176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1604,116MB,4283201,171133,4.00%,88875,4194326,97.93%,2.61KB/s,37.24KB/s,0.06~25.98GB,,0.435GB,,0.0~26.0GB,2.275GB,,None,0.038644,-0.066897,-0.693286,,,,,,0.378257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1609,2.72GB,105745249,246877,0.23%,38353,105706896,99.96%,6.46KB/s,1218.42KB/s,0.0~9.18GB,,0.368GB,,0.0~9.18GB,1.411GB,,0.006337,0.682512,-0.00717,0.567866,,,,,,0.161497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1612,48MB,1784940,68413,3.83%,47750,1737190,97.32%,4.16KB/s,157.04KB/s,0.0~26.0GB,,0.165GB,,0.0~26.0GB,0.486GB,,None,0.834514,-0.210746,0.85043,,,,,,0.403602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1621,7MB,302855,4,0.00%,302855,0,0.00%,2.0KB/s,0.0KB/s,0.0~10.0GB,,0.0GB,,0.0~0.0GB,0.0GB,,None,None,0.980907,None,,,,,,3.00E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1625,2.47GB,83496098,6383069,7.64%,628914,82867184,99.25%,48.99KB/s,9822.31KB/s,2.13~995.0GB,,13.486GB,,0.0~994.0GB,304.442GB,,0.405354,0.706045,-0.14541,0.644583,,,,,,0.681175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1627,315MB,11349735,534603,4.71%,1271624,10078111,88.80%,103.95KB/s,410.01KB/s,0.0~52.0GB,,0.132GB,,0.0~39.57GB,3.834GB,,None,0.349735,0.471811,0.929289,,,,,,0.60386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1628,47MB,1762085,86640,4.92%,30412,1731673,98.27%,3.04KB/s,28.85KB/s,0.0~25.99GB,,0.321GB,,0.0~26.0GB,0.612GB,,None,0.866411,-0.358188,0.783416,,,,,,0.384085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1632,333MB,12003103,450887,3.76%,2062669,9940434,82.82%,131.8KB/s,466.89KB/s,0.0~52.0GB,,2.075GB,,0.0~37.08GB,2.653GB,,0.031933,-0.024333,-0.12807,0.799494,,,,,,0.570346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1633,307MB,10604971,1527626,14.40%,1331872,9273099,87.44%,85.35KB/s,674.59KB/s,0.01~199.99GB,,8.757GB,,0.0~498.0GB,213.517GB,,None,-0.467336,0.301483,-0.709323,,,,,,0.560238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1639,194MB,7192230,514214,7.15%,2207397,4984833,69.31%,101.96KB/s,93.83KB/s,0.0~4.54GB,,1.718GB,,0.0~4.54GB,2.274GB,,0.079275,0.259064,-0.31264,-0.539054,,,,,,0.568683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1646,49MB,1829244,142768,7.80%,400333,1428911,78.11%,7.34KB/s,48.69KB/s,0.0~26.0GB,,0.06GB,,0.0~26.0GB,0.592GB,,None,0.745176,-0.292661,0.948883,,,,,,0.423609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1655,573MB,20571458,1437111,6.99%,7784001,12787457,62.16%,243.8KB/s,317.0KB/s,0.0~49.43GB,,5.267GB,,0.0~49.39GB,14.263GB,,0.901696,-0.483994,-0.109136,-0.052253,,,,,,0.703001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1659,100MB,3620560,328640,9.08%,394481,3226079,89.10%,32.91KB/s,107.5KB/s,0.0~52.0GB,,0.051GB,,0.0~44.09GB,2.14GB,,None,0.370484,0.565091,0.951385,,,,,,0.628977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1662,1.08GB,36646790,6028207,16.45%,493108,36153682,98.65%,25.86KB/s,9495.28KB/s,0.0~999.95GB,,8.081GB,,0.0~1000.0GB,308.387GB,,None,0.609873,-0.16375,0.57132,,,,,,0.62074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1666,211MB,7732554,283018,3.66%,1840362,5892192,76.20%,162.0KB/s,106.6KB/s,0.0~26.0GB,,1.483GB,,0.0~26.0GB,1.556GB,,0.83514,None,0.138913,-0.762042,,,,,,0.682377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1670,745MB,25214292,552172,2.19%,158840,25055452,99.37%,7.7KB/s,11891.98KB/s,0.0~26.0GB,,0.164GB,,0.0~26.0GB,2.34GB,,None,0.297368,-0.832781,0.740151,,,,,,0.778559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1675,81MB,2938326,54784,1.86%,114972,2823354,96.09%,0.58KB/s,678.54KB/s,0.05~1.32GB,,0.114GB,,0.0~1.32GB,0.333GB,,None,0.933456,0.058149,0.766195,,,,,,0.60862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1679,289MB,10404628,422085,4.06%,1336545,9068083,87.15%,111.05KB/s,384.67KB/s,0.0~52.0GB,,0.105GB,,0.0~40.13GB,3.076GB,,None,0.319999,0.469542,0.889941,,,,,,0.614841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1682,203MB,7337203,471789,6.43%,2600660,4736543,64.56%,60.6KB/s,60.73KB/s,0.0~51.99GB,,0.904GB,,0.0~52.0GB,2.719GB,,0.414678,None,-0.644753,0.042145,,,,,,0.504797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1688,213MB,7841861,257642,3.29%,6542,7835319,99.92%,0.42KB/s,206.82KB/s,0.19~10.88GB,,0.033GB,,0.13~10.92GB,0.956GB,,None,-0.62191,-0.569938,-0.525885,,,,,,0.282669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1690,53MB,1990867,112222,5.64%,56619,1934248,97.16%,3.47KB/s,118.69KB/s,0.0~8.26GB,,0.15GB,,0.0~26.0GB,0.534GB,,None,0.989122,-0.512794,0.585988,,,,,,0.272946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1695,223MB,8033436,734274,9.14%,3418878,4614558,57.44%,151.96KB/s,99.8KB/s,0.0~34.83GB,,4.639GB,,0.0~34.84GB,3.844GB,,0.200833,0.608876,0.571847,-0.168135,,,,,,0.613871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1699,954MB,34813200,1908842,5.48%,7666733,27146467,77.98%,155.2KB/s,1578.62KB/s,0.0~52.0GB,,4.548GB,,0.0~7.48GB,5.564GB,,0.767004,-0.063399,0.89083,0.754631,,,,,,0.58301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1706,42MB,1600149,46341,2.90%,1901,1598248,99.88%,0.31KB/s,18.47KB/s,0.0~52.0GB,,0.157GB,,0.0~2.05GB,0.45GB,,None,0.928451,-0.031027,-0.415006,,,,,,0.448406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1707,1.3GB,45292456,532503,1.18%,297984,44994472,99.34%,21.17KB/s,14283.75KB/s,0.0~26.0GB,,0.102GB,,0.0~26.0GB,3.463GB,,None,0.537898,-0.417679,0.749308,,,,,,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1708,6MB,217930,42763,19.62%,0,217930,100.00%,0.0KB/s,2.69KB/s,0.0~0.0GB,,0.0GB,,0.0~296.0GB,0.167GB,,None,None,None,-0.169244,,,,,,0.076387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1717,34MB,1286731,123823,9.62%,747,1285984,99.94%,0.06KB/s,18.08KB/s,0.0~6.36GB,,0.007GB,,0.0~12.16GB,1.258GB,,None,None,-0.123728,-0.628282,,,,,,0.527602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1722,52MB,1899506,507792,26.73%,31364,1868142,98.35%,2.27KB/s,108.21KB/s,0.04~49.85GB,,0.048GB,,0.0~49.86GB,17.332GB,,None,0.771924,0.647908,-0.875398,,,,,,0.455914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1727,50MB,1791708,240749,13.44%,518960,1272748,71.04%,16.17KB/s,22.03KB/s,2.99~17.81GB,,1.196GB,,0.0~17.82GB,0.429GB,,None,0.510545,-0.842005,-0.902842,,,,,,0.160004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1730,2.73GB,100104887,6481514,6.47%,15662720,84442167,84.35%,800.0KB/s,10064.47KB/s,0.01~498.03GB,,21.253GB,,0.0~499.11GB,259.443GB,,-0.549709,0.278104,-0.463294,0.34336,,,,,,0.283406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1733,32MB,1191787,221995,18.63%,6661,1185126,99.44%,0.31KB/s,19.65KB/s,0.0~37.25GB,,0.021GB,,0.0~37.3GB,1.871GB,,None,None,0.549408,-0.580245,,,,,,0.267219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1740,81MB,2906360,667013,22.95%,196797,2709563,93.23%,18.4KB/s,57.34KB/s,0.0~103.0GB,,0.06GB,,0.0~103.0GB,4.83GB,,None,-0.187173,0.374775,-0.390544,,,,,,0.391383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1746,148MB,5387387,249411,4.63%,750344,4637043,86.07%,69.28KB/s,122.66KB/s,0.02~27.27GB,,0.231GB,,0.0~27.27GB,4.612GB,,None,0.706561,0.197822,0.571689,,,,,,0.473028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1753,481MB,17331116,323645,1.87%,6691655,10639461,61.39%,343.7KB/s,466.57KB/s,0.0~26.0GB,,0.871GB,,0.0~26.0GB,1.86GB,,0.531309,0.791881,-0.044753,0.795329,,,,,,0.547006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1755,117MB,4226018,550737,13.03%,530446,3695572,87.45%,40.23KB/s,46.85KB/s,0.0~200.0GB,,1.613GB,,0.0~148.14GB,2.893GB,,0.407303,0.157871,-0.690872,-0.15273,,,,,,0.598196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1757,339MB,12118380,1144844,9.45%,4128895,7989485,65.93%,114.64KB/s,132.45KB/s,0.1~70.22GB,,1.8GB,,0.0~70.23GB,7.341GB,,0.287809,0.252286,-0.967879,-0.914176,,,,,,0.415583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1765,669MB,23840637,202217,0.85%,22552034,1288603,5.41%,1271.69KB/s,17.27KB/s,0.0~10.3GB,,0.323GB,,0.0~26.0GB,0.958GB,,0.857381,None,0.862446,-0.217485,,,,,,0.444516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1774,120MB,4383839,225421,5.14%,759546,3624293,82.67%,37.36KB/s,106.24KB/s,0.0~15.14GB,,1.539GB,,0.0~15.14GB,3.271GB,,0.255147,0.685689,0.045557,-0.028914,,,,,,0.608959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1780,206MB,7477124,528055,7.06%,4037605,3439519,46.00%,222.38KB/s,77.65KB/s,0.0~250.62GB,,0.901GB,,0.0~376.32GB,0.99GB,,None,0.837427,0.230361,0.715691,,,,,,0.409961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1784,77MB,2731427,615855,22.55%,98021,2633406,96.41%,3.63KB/s,77.29KB/s,0.0~218.03GB,,1.619GB,,0.0~218.0GB,10.452GB,,None,0.472542,0.057511,0.439439,,,,,,0.156986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1791,199MB,7152037,1163887,16.27%,472717,6679320,93.39%,24.17KB/s,115.95KB/s,0.0~84.62GB,,1.865GB,,0.0~84.74GB,7.079GB,,0.401545,None,-0.583859,-0.158763,,,,,,0.559364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1796,30MB,1141932,82229,7.20%,81493,1060439,92.86%,5.96KB/s,11.59KB/s,0.0~52.0GB,,0.455GB,,0.0~3.51GB,0.958GB,,0.965462,0.069644,0.011513,-0.470375,,,,,,0.279997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1799,26MB,991492,117271,11.83%,119369,872123,87.96%,3.14KB/s,12.26KB/s,0.0~2.18GB,,0.268GB,,0.0~2.18GB,0.516GB,,None,None,-0.336301,-0.619481,,,,,,0.2709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1802,1.16GB,43215094,1990239,4.61%,10961816,32253278,74.63%,205.49KB/s,1773.49KB/s,0.0~52.0GB,,5.775GB,,0.0~11.32GB,6.368GB,,0.533938,0.108461,0.810313,0.791693,,,,,,0.61996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1811,97MB,3589706,192392,5.36%,781080,2808626,78.24%,38.76KB/s,94.43KB/s,0.0~17.23GB,,1.749GB,,0.0~26.0GB,2.191GB,,0.179586,0.704,-0.736698,0.269991,,,,,,0.538452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1817,27MB,1020607,171673,16.82%,1476,1019131,99.86%,0.08KB/s,14.01KB/s,0.0~26.0GB,,0.008GB,,0.0~26.0GB,0.698GB,,None,None,-0.400488,0.142728,,,,,,0.343874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1826,27MB,1014669,48389,4.77%,3368,1011301,99.67%,0.36KB/s,8.14KB/s,0.0~1.27GB,,0.101GB,,0.0~1.27GB,0.303GB,,None,0.840243,-0.066602,-0.496409,,,,,,0.21353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1830,277MB,9570819,726153,7.59%,120929,9449890,98.74%,13.12KB/s,3448.59KB/s,0.12~63.75GB,,2.59GB,,0.0~63.8GB,9.287GB,,None,-0.398005,-0.448157,-0.048667,,,,,,0.674491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1834,30MB,1134968,118591,10.45%,116,1134852,99.99%,0.01KB/s,15.65KB/s,0.0~3.37GB,,0.0GB,,0.0~3.72GB,0.561GB,,None,None,0.79776,-0.559011,,,,,,0.318457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1839,5MB,191024,19668,10.30%,16171,174853,91.53%,1.99KB/s,1.51KB/s,0.31~3.01GB,,0.378GB,,0.0~3.01GB,0.052GB,,None,None,0.86035,0.741112,,,,,,0.054988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1841,25MB,948652,55535,5.85%,3960,944692,99.58%,0.42KB/s,7.49KB/s,0.0~1.26GB,,0.106GB,,0.0~1.26GB,0.346GB,,None,0.470699,-0.18888,-0.809627,,,,,,0.223967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1844,136MB,5085356,98216,1.93%,9572,5075784,99.81%,0.64KB/s,77.81KB/s,0.0~2.06GB,,0.225GB,,0.0~2.07GB,0.903GB,,0.251652,0.86321,-0.119739,0.858603,,,,,,0.626268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1847,129MB,4518721,3495743,77.36%,3270982,1247739,27.61%,137.4KB/s,301.85KB/s,0.0~299.99GB,,54.815GB,,0.0~300.0GB,122.973GB,,None,0.185498,0.541212,-0.710336,,,,,,0.214961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1849,69MB,2536814,292086,11.51%,5033,2531781,99.80%,0.15KB/s,28.84KB/s,0.0~44.0GB,,0.039GB,,0.0~44.06GB,1.676GB,,None,None,-0.204224,0.357401,,,,,,0.542152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1851,64MB,2345703,242809,10.35%,142491,2203212,93.93%,7.95KB/s,29.25KB/s,0.0~46.31GB,,0.96GB,,0.0~46.33GB,2.411GB,,0.443056,0.31167,-0.467324,-0.879217,,,,,,0.425879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1855,35MB,1262122,32669,2.59%,26597,1235525,97.89%,1.06KB/s,299.39KB/s,0.0~7.17GB,,0.023GB,,0.0~7.17GB,0.261GB,,None,0.917598,0.888745,0.915525,,,,,,0.624948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1859,116MB,4271571,181530,4.25%,2588494,1683077,39.40%,89.5KB/s,52.14KB/s,0.0~52.0GB,,1.841GB,,0.0~40.8GB,2.499GB,,0.732811,0.064196,0.41222,0.290986,,,,,,0.397582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1863,33MB,1243588,33662,2.71%,4445,1239143,99.64%,0.33KB/s,58.14KB/s,0.0~1.8GB,,0.154GB,,0.0~1.82GB,0.363GB,,0.076464,0.746247,0.006885,0.677263,,,,,,0.386327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1867,12MB,438583,82757,18.87%,207,438376,99.95%,0.0KB/s,4.4KB/s,0.04~51.26GB,,0.001GB,,0.0~51.26GB,0.411GB,,None,None,0.387763,-0.853936,,,,,,0.548434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1873,6MB,217236,131817,60.68%,87030,130206,59.94%,1.57KB/s,3.36KB/s,0.06~99.0GB,,0.806GB,,0.0~99.06GB,1.039GB,,None,0.999844,-0.400575,-0.966254,,,,,,0.341463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_1874,97MB,3461647,100883,2.91%,1501570,1960077,56.62%,77.49KB/s,297.1KB/s,0.0~26.0GB,,0.748GB,,0.0~26.0GB,0.41GB,,None,0.936048,-0.985607,0.935706,,,,,,0.513729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
