标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R(暂时出错),Pea_WB_W(暂时出错),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23100,22MB,758172,503974,66.47%,5159,753013,99.32%,1.01KB/s,160.0KB/s,0.0~100.0GB,,0.58GB,,0.0~100.0GB,87.724GB,,None,None,None,-0.50076,,,,,,0.43091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23102,47MB,1669698,310557,18.60%,437499,1232199,73.80%,12.03KB/s,55.66KB/s,0.0~42.21GB,,2.244GB,,0.0~42.23GB,3.645GB,,None,-0.061998,0.332936,-0.799393,,,,,,0.445248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23104,4MB,164957,15188,9.21%,4279,160678,97.41%,0.17KB/s,1.1KB/s,0.0~10.0GB,,0.026GB,,0.0~9.96GB,0.057GB,,None,None,-0.228248,-0.512407,,,,,,0.014392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23107,56MB,1986139,595609,29.99%,156467,1829672,92.12%,15.48KB/s,30.23KB/s,0.0~52.0GB,,0.033GB,,0.0~52.0GB,4.206GB,,None,None,0.693212,-0.72321,,,,,,0.491205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23109,23MB,831631,210202,25.28%,3731,827900,99.55%,0.72KB/s,9.82KB/s,0.0~100.13GB,,0.417GB,,0.0~100.13GB,1.1GB,,None,None,None,-0.57144,,,,,,0.162312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23111,48MB,1724382,172527,10.01%,1159,1723223,99.93%,0.06KB/s,51.45KB/s,0.0~25.98GB,,0.008GB,,0.0~26.0GB,0.774GB,,None,0.112546,0.099262,0.229289,,,,,,0.361844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23119,39MB,1375860,130455,9.48%,9238,1366622,99.33%,0.81KB/s,31.49KB/s,0.0~82.03GB,,0.169GB,,0.0~82.77GB,3.51GB,,None,0.938544,0.499518,0.59004,,,,,,0.349651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23128,227MB,8148402,57276,0.70%,7558476,589926,7.24%,53.19KB/s,7.42KB/s,0.0~300.0GB,,0.0GB,,0.0~10.02GB,0.235GB,,None,None,0.982286,0.96887,,,,,,0.227049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23130,27MB,994231,122746,12.35%,1011,993220,99.90%,0.11KB/s,13.85KB/s,0.0~2.72GB,,0.056GB,,0.0~3.32GB,0.652GB,,None,None,-0.019088,-0.562237,,,,,,0.193901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23135,7MB,302970,4,0.00%,302970,0,0.00%,2.0KB/s,0.0KB/s,0.0~10.0GB,,0.0GB,,0.0~0.0GB,0.0GB,,None,None,0.981765,None,,,,,,3.00E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23140,31MB,1069174,433214,40.52%,199516,869658,81.34%,33.09KB/s,34.62KB/s,46.0~178.14GB,,17.059GB,,0.0~178.14GB,14.262GB,,None,None,None,-0.798313,,,,,,0.471765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23147,31MB,1091957,161632,14.80%,752,1091205,99.93%,0.04KB/s,13.9KB/s,0.0~45.0GB,,0.002GB,,0.0~45.03GB,0.705GB,,None,None,0.516211,-0.013919,,,,,,0.275356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23155,28MB,970887,301028,31.01%,2726,968161,99.72%,0.06KB/s,28.78KB/s,0.0~196.14GB,,0.026GB,,0.0~196.03GB,9.771GB,,None,None,-0.474562,0.010422,,,,,,0.350773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23164,37MB,1318250,172657,13.10%,1417,1316833,99.89%,0.05KB/s,27.81KB/s,0.0~38.69GB,,0.009GB,,0.0~38.7GB,0.76GB,,None,None,-0.063288,0.525013,,,,,,0.49412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23173,53MB,1881299,259676,13.80%,118393,1762906,93.71%,4.31KB/s,21.88KB/s,0.0~17.0GB,,1.041GB,,0.0~17.04GB,1.446GB,,None,None,-0.478544,0.59263,,,,,,0.500102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23181,33MB,1365060,18578,1.36%,1218252,146808,10.75%,11.5KB/s,1.99KB/s,0.0~300.0GB,,0.04GB,,16.45~80.44GB,0.063GB,,None,None,-0.810455,0.943621,,,,,,0.075089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23186,53MB,1831750,195770,10.69%,1639670,192080,10.49%,79.11KB/s,1.81KB/s,0.0~50.0GB,,7.141GB,,0.0~49.91GB,0.145GB,,0.001831,0.139707,0.383188,-0.398364,,,,,,0.519977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23190,25MB,887793,31254,3.52%,3873,883920,99.56%,0.15KB/s,14.09KB/s,0.13~33.42GB,,0.082GB,,0.13~39.84GB,0.121GB,,None,None,0.210102,0.620656,,,,,,0.123314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23195,17MB,624387,111725,17.89%,13140,611247,97.90%,0.44KB/s,11.65KB/s,0.0~6.34GB,,0.19GB,,0.0~6.55GB,0.942GB,,None,0.776983,-0.072862,-0.648873,,,,,,0.373459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23202,81MB,2818932,250871,8.90%,824247,1994685,70.76%,27.68KB/s,23.65KB/s,0.0~48.97GB,,0.834GB,,0.0~48.99GB,1.508GB,,0.876715,None,0.168295,0.312443,,,,,,0.471854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23204,72MB,2534415,290881,11.48%,2159,2532256,99.91%,0.16KB/s,33.48KB/s,0.0~13.99GB,,0.016GB,,0.0~15.26GB,2.202GB,,None,None,-0.42027,-0.065994,,,,,,0.493654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23209,30MB,1098407,119370,10.87%,3133,1095274,99.71%,0.05KB/s,12.46KB/s,0.14~5.73GB,,0.014GB,,0.0~51.5GB,0.615GB,,None,None,None,-0.466381,,,,,,0.311964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23214,46MB,1631085,185769,11.39%,2633,1628452,99.84%,0.19KB/s,18.89KB/s,0.0~16.7GB,,0.07GB,,0.0~17.49GB,1.434GB,,None,0.122467,-0.193565,-0.791237,,,,,,0.564852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23215,25MB,862330,287729,33.37%,106161,756169,87.69%,17.93KB/s,24.87KB/s,2.13~71.18GB,,9.022GB,,0.0~98.25GB,9.596GB,,None,None,None,-0.888324,,,,,,0.393387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23218,38MB,1417674,104989,7.41%,450026,967648,68.26%,17.25KB/s,11.63KB/s,0.0~52.0GB,,0.003GB,,0.0~8.48GB,0.825GB,,None,None,0.982449,-0.905322,,,,,,0.488662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23219,28MB,1028925,134068,13.03%,2184,1026741,99.79%,0.1KB/s,15.0KB/s,0.0~1.36GB,,0.026GB,,0.0~1.53GB,0.722GB,,None,0.612362,-0.079379,-0.213024,,,,,,0.195096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23222,273MB,9673788,126,0.00%,9673782,6,0.00%,64.28KB/s,0.0KB/s,0.0~300.0GB,,0.001GB,,18.16~18.42GB,0.0GB,,None,None,0.980262,None,,,,,,0.200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23230,179MB,6220939,717770,11.54%,206032,6014907,96.69%,7.46KB/s,86.2KB/s,0.02~28.76GB,,0.382GB,,0.0~153.5GB,5.067GB,,0.668361,None,0.323645,0.474016,,,,,,0.119067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23239,8MB,317374,57746,18.19%,69357,248017,78.15%,1.06KB/s,6.34KB/s,0.0~16.16GB,,0.117GB,,0.0~16.18GB,0.381GB,,None,-0.367758,0.261003,0.470499,,,,,,0.343784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23247,8MB,343600,26192,7.62%,245093,98507,28.67%,1.63KB/s,1.1KB/s,0.0~100.0GB,,0.007GB,,0.0~88.16GB,0.128GB,,None,None,-0.99391,-0.1205,,,,,,0.117197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23254,10MB,387759,33054,8.52%,511,387248,99.87%,0.01KB/s,3.98KB/s,0.0~4.87GB,,0.002GB,,0.0~4.88GB,0.127GB,,None,None,0.132044,0.680273,,,,,,0.073306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23257,115MB,4063753,459725,11.31%,13422,4050331,99.67%,0.88KB/s,48.6KB/s,0.0~44.38GB,,0.243GB,,0.0~44.38GB,2.992GB,,None,0.323117,-0.474696,-0.422287,,,,,,0.521913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23260,35MB,1280664,35231,2.75%,9637,1271027,99.25%,0.33KB/s,135.84KB/s,0.0~3.27GB,,0.153GB,,0.0~3.27GB,0.442GB,,None,0.836157,-0.052645,0.556014,,,,,,0.416733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23264,7MB,272723,72170,26.46%,24360,248363,91.07%,1.78KB/s,2.74KB/s,0.0~6.14GB,,0.19GB,,0.0~6.14GB,0.288GB,,None,None,0.329719,0.269674,,,,,,0.055855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23266,54MB,1937642,189290,9.77%,107459,1830183,94.45%,10.89KB/s,21.98KB/s,0.0~12.39GB,,0.108GB,,0.0~12.45GB,1.371GB,,None,None,0.669253,-0.424549,,,,,,0.577739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23272,37MB,1334218,179883,13.48%,2304,1331914,99.83%,0.12KB/s,15.58KB/s,0.0~29.0GB,,0.017GB,,0.0~29.01GB,1.144GB,,None,None,0.214944,-0.624587,,,,,,0.545968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23274,504MB,17252779,85028,0.49%,1092106,16160673,93.67%,24.78KB/s,3550.63KB/s,0.0~52.0GB,,0.184GB,,0.0~2.89GB,0.569GB,,None,0.901309,-0.444139,0.870359,,,,,,0.822457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23279,51MB,1829427,143042,7.82%,64672,1764755,96.46%,14.79KB/s,20.25KB/s,0.0~14.12GB,,0.451GB,,0.0~14.12GB,0.78GB,,0.769609,0.598653,0.61753,0.36319,,,,,,0.373022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23283,112MB,3913830,718317,18.35%,2642,3911188,99.93%,0.21KB/s,60.74KB/s,0.0~28.01GB,,0.021GB,,0.0~29.57GB,4.38GB,,None,None,0.025665,0.237626,,,,,,0.466785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23286,18MB,622241,81529,13.10%,44,622197,99.99%,0.0KB/s,37.71KB/s,4.0~109.49GB,,0.0GB,,0.0~114.52GB,0.49GB,,None,0.777098,None,0.80551,,,,,,0.292062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23287,21MB,781781,194885,24.93%,122071,659710,84.39%,3.17KB/s,41.03KB/s,0.0~52.0GB,,0.671GB,,0.0~6.33GB,6.334GB,,None,0.51538,0.038201,0.148566,,,,,,0.261499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23296,10MB,376003,68532,18.23%,0,376003,100.00%,0.0KB/s,4.02KB/s,0.0~0.0GB,,0.0GB,,0.0~132.16GB,0.286GB,,None,None,None,0.563234,,,,,,0.038244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23299,141MB,4679457,3203083,68.45%,4594024,85433,1.83%,30.43KB/s,4.82KB/s,0.01~1994.0GB,,12.118GB,,0.0~1994.0GB,1.464GB,,None,0.99985,-0.057968,-0.198032,,,,,,0.208993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23302,90MB,3097776,368916,11.91%,944,3096832,99.97%,0.08KB/s,39.86KB/s,0.07~85.5GB,,0.004GB,,0.0~85.57GB,2.535GB,,None,None,-0.638544,-0.717359,,,,,,0.448033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23307,83MB,2918606,353576,12.11%,204421,2714185,93.00%,20.61KB/s,35.38KB/s,0.0~49.38GB,,0.148GB,,0.0~49.47GB,2.338GB,,None,None,0.543451,-0.290204,,,,,,0.620899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23315,5MB,176582,54749,31.00%,2507,174075,98.58%,0.09KB/s,2.0KB/s,0.0~31.6GB,,0.024GB,,0.0~31.6GB,0.358GB,,None,None,0.644986,-0.923476,,,,,,0.57417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23319,77MB,2720511,263570,9.69%,84680,2635831,96.89%,8.14KB/s,27.12KB/s,0.01~51.97GB,,0.029GB,,0.0~51.98GB,1.426GB,,None,None,0.61312,0.226356,,,,,,0.592621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23320,36MB,1280954,182248,14.23%,5300,1275654,99.59%,0.16KB/s,18.69KB/s,0.0~52.0GB,,0.044GB,,0.0~37.66GB,1.856GB,,None,None,-0.271237,-0.935707,,,,,,0.297218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23322,29MB,1044998,127644,12.21%,3693,1041305,99.65%,0.39KB/s,23.0KB/s,0.0~5.38GB,,0.172GB,,0.0~5.39GB,1.221GB,,None,0.872659,-0.20629,-0.698837,,,,,,0.530612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23324,85MB,2989426,299719,10.03%,3008,2986418,99.90%,0.19KB/s,38.38KB/s,0.0~20.04GB,,0.019GB,,0.0~21.35GB,2.085GB,,None,None,-0.42146,-0.071386,,,,,,0.564615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23325,57MB,2014465,211569,10.50%,129363,1885102,93.58%,13.25KB/s,24.98KB/s,0.0~12.8GB,,0.088GB,,0.0~12.93GB,1.753GB,,None,None,0.580556,-0.274133,,,,,,0.561174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23327,9MB,338410,97111,28.70%,222,338188,99.93%,0.01KB/s,4.23KB/s,0.0~4.8GB,,0.0GB,,0.0~11.0GB,0.396GB,,None,None,-0.126697,0.746038,,,,,,0.228646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23335,32MB,1163475,31355,2.69%,9205,1154270,99.21%,0.39KB/s,42.68KB/s,0.0~3.53GB,,0.04GB,,0.0~3.53GB,0.217GB,,None,0.741272,0.719267,0.653804,,,,,,0.346631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23336,78MB,2727464,358659,13.15%,248031,2479433,90.91%,19.72KB/s,30.21KB/s,0.0~50.4GB,,1.217GB,,0.0~50.47GB,1.843GB,,0.022085,None,-0.16707,0.151066,,,,,,0.573779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23337,33MB,1183256,185683,15.69%,1116,1182140,99.91%,0.03KB/s,45.46KB/s,0.0~40.16GB,,0.009GB,,0.0~40.2GB,1.568GB,,None,0.430239,0.028755,0.508392,,,,,,0.393777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23340,108MB,3795400,452109,11.91%,120746,3674654,96.82%,11.83KB/s,44.54KB/s,0.0~48.62GB,,0.062GB,,0.0~48.66GB,2.673GB,,None,None,0.810224,-0.119186,,,,,,0.523825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23349,27MB,974465,172807,17.73%,863,973602,99.91%,0.06KB/s,14.12KB/s,0.01~25.99GB,,0.002GB,,0.0~26.0GB,0.709GB,,None,None,-0.187743,-0.222698,,,,,,0.34773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23351,17MB,607730,101579,16.71%,53614,554116,91.18%,0.71KB/s,8.47KB/s,0.0~26.0GB,,0.045GB,,0.0~302.0GB,0.414GB,,None,None,0.084841,-0.025332,,,,,,0.222413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23354,72MB,2556550,542991,21.24%,1753416,803134,31.41%,29.29KB/s,15.51KB/s,0.0~44.35GB,,3.588GB,,0.0~44.37GB,2.936GB,,0.537427,0.385041,0.211931,-0.588463,,,,,,0.339419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23360,18MB,630785,134086,21.26%,31758,599027,94.97%,5.38KB/s,9.79KB/s,16.16~67.8GB,,2.648GB,,0.0~172.03GB,2.181GB,,None,None,None,-0.889508,,,,,,0.241705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23368,154MB,5521624,347379,6.29%,3495,5518129,99.94%,0.03KB/s,79.87KB/s,0.0~51.97GB,,0.012GB,,0.0~51.99GB,2.201GB,,None,0.562614,None,0.923732,,,,,,0.691428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23374,84MB,2948262,1116107,37.86%,118186,2830076,95.99%,4.47KB/s,129.57KB/s,0.0~52.0GB,,1.811GB,,0.0~39.75GB,38.36GB,,0.090496,-0.071551,0.030045,-0.139237,,,,,,0.378599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23383,32MB,1341186,19884,1.48%,1212561,128625,9.59%,12.96KB/s,1.85KB/s,0.0~300.0GB,,0.01GB,,15.87~77.29GB,0.141GB,,None,None,-0.686005,0.840946,,,,,,0.067734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23386,41MB,1452972,197868,13.62%,14025,1438947,99.03%,1.08KB/s,19.45KB/s,0.0~51.98GB,,0.024GB,,0.0~51.99GB,1.353GB,,None,None,0.814743,-0.957694,,,,,,0.371342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23390,49MB,1711636,156541,9.15%,2900,1708736,99.83%,0.17KB/s,20.97KB/s,0.0~51.83GB,,0.01GB,,0.0~51.84GB,0.63GB,,None,None,0.081635,0.354376,,,,,,0.445959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23391,24MB,865021,129781,15.00%,6357,858664,99.27%,0.2KB/s,10.41KB/s,0.0~26.0GB,,0.066GB,,0.0~26.0GB,0.489GB,,None,None,0.056666,0.281215,,,,,,0.247239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23398,78MB,2739938,312582,11.41%,2511,2737427,99.91%,0.22KB/s,35.72KB/s,0.0~13.43GB,,0.009GB,,0.0~16.07GB,2.336GB,,None,None,-0.47552,0.00833,,,,,,0.490138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23399,73MB,2578396,313477,12.16%,92790,2485606,96.40%,9.17KB/s,28.78KB/s,0.0~44.38GB,,0.025GB,,0.0~44.45GB,1.567GB,,None,None,0.660871,0.810073,,,,,,0.537678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23405,3MB,142429,13181,9.25%,0,142429,100.00%,0.0KB/s,1.09KB/s,0.0~0.0GB,,0.0GB,,0.0~3.0GB,0.052GB,,None,None,None,0.926019,,,,,,6.30E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23409,29MB,1056013,161452,15.29%,478,1055535,99.95%,0.0KB/s,14.0KB/s,0.0~26.0GB,,0.001GB,,0.0~26.0GB,0.848GB,,None,None,None,-0.737143,,,,,,0.191579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23412,1MB,55158,17627,31.96%,2,55156,100.00%,0.0KB/s,0.54KB/s,6.75~70.5GB,,0.0GB,,0.0~93.31GB,0.135GB,,None,None,None,0.838942,,,,,,0.235777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23418,52MB,1896178,132897,7.01%,650964,1245214,65.67%,38.06KB/s,15.15KB/s,0.0~52.0GB,,0.338GB,,0.0~15.49GB,0.922GB,,None,None,-0.728647,-0.31006,,,,,,0.530498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23419,1MB,60109,19081,31.74%,0,60109,100.00%,0.0KB/s,0.8KB/s,0.0~0.0GB,,0.0GB,,0.0~6.0GB,0.125GB,,None,None,None,0.949104,,,,,,0.000416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23420,29MB,981982,124981,12.73%,16772,965210,98.29%,0.41KB/s,17.25KB/s,0.0~496.27GB,,0.197GB,,0.0~496.27GB,0.97GB,,None,None,-0.009841,-0.800113,,,,,,0.406885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23421,3MB,114933,22232,19.34%,0,114933,100.00%,0.0KB/s,0.67KB/s,0.0~0.0GB,,0.0GB,,0.0~25.12GB,0.075GB,,None,None,None,-0.223902,,,,,,0.036064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23426,51MB,1824452,186077,10.20%,115270,1709182,93.68%,1.87KB/s,20.71KB/s,0.0~25.99GB,,0.183GB,,0.0~26.0GB,0.671GB,,None,None,-0.000147,0.49601,,,,,,0.283539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23429,534MB,18302768,996696,5.45%,11998873,6303895,34.44%,827.74KB/s,72.31KB/s,0.0~51.98GB,,3.928GB,,0.0~51.98GB,4.466GB,,0.779648,0.064383,0.716048,-0.242512,,,,,,0.483511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23434,32MB,1188840,120744,10.16%,610,1188230,99.95%,0.06KB/s,12.73KB/s,0.0~6.05GB,,0.031GB,,0.0~7.24GB,0.782GB,,None,None,None,-0.5141,,,,,,0.621539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23435,1MB,69819,19513,27.95%,0,69819,100.00%,0.0KB/s,0.9KB/s,0.0~0.0GB,,0.0GB,,0.0~140.14GB,0.125GB,,None,None,None,0.44222,,,,,,0.004855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23443,62MB,2194326,262217,11.95%,179010,2015316,91.84%,6.87KB/s,24.26KB/s,0.0~6.95GB,,1.103GB,,0.0~6.96GB,1.305GB,,None,None,-0.52158,0.190438,,,,,,0.524401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23449,6MB,224193,79308,35.37%,1640,222553,99.27%,0.07KB/s,3.58KB/s,0.0~40.5GB,,0.011GB,,0.0~40.53GB,0.599GB,,None,None,0.571086,-0.413643,,,,,,0.265289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23455,47MB,1686971,176613,10.47%,63547,1623424,96.23%,6.32KB/s,19.71KB/s,0.0~11.68GB,,0.074GB,,0.0~11.82GB,1.303GB,,None,None,0.774482,-0.448379,,,,,,0.578469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23464,47MB,1668642,192047,11.51%,1728,1666914,99.90%,0.13KB/s,21.14KB/s,0.0~16.17GB,,0.012GB,,0.0~17.75GB,1.469GB,,None,None,-0.418523,-0.197591,,,,,,0.490459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23469,3MB,114929,22247,19.36%,0,114929,100.00%,0.0KB/s,0.67KB/s,0.0~0.0GB,,0.0GB,,0.0~50.11GB,0.078GB,,None,None,None,-0.267664,,,,,,0.019055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23478,26MB,925151,175222,18.94%,7609,917542,99.18%,0.22KB/s,14.39KB/s,0.09~30.88GB,,0.074GB,,0.0~30.89GB,1.336GB,,None,0.315375,-0.273644,-0.54521,,,,,,0.269232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23479,280MB,9914294,3057,0.03%,9914273,21,0.00%,72.86KB/s,0.0KB/s,0.0~300.0GB,,0.113GB,,18.16~18.42GB,0.0GB,,0.738972,None,-0.904827,None,,,,,,0.202619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
